date,fighter_a,fighter_b,odds_a,odds_b
2022-03-05,Maryna Moroz,Mariya Agapova,145.0,-165.0
2022-03-05,Brian Kelleher,Umar Nurmagomedov,650.0,-1000.0
2022-03-05,Tim Elliott,Tagir Ulanbekov,190.0,-235.0
2022-03-05,Devonte Smith,Ludovit Klein,-145.0,125.0
2022-03-05,Dustin Jacoby,Michal Oleksiejczuk,-195.0,165.0
2022-03-05,Marina Rodriguez,Yan Xiaonan,-305.0,240.0
2022-03-12,Alex Pereira,Bruno Silva,-220.0,180.0
2022-03-12,Thiago Santos,Magomed Ankalaev,450.0,-630.0
2022-03-12,Sodiq Yusuff,Alex Caceres,-290.0,230.0
2022-03-12,Khalil Rountree Jr.,Karl Roberson,125.0,-145.0
2022-03-12,Drew Dober,Terrance McKinney,-155.0,135.0
2022-03-12,Matthew Semelsberger,AJ Fletcher,-195.0,165.0
2022-03-12,Damon Jackson,Kamuela Kirk,-130.0,110.0
2022-03-12,Trevin Jones,Javid Basharat,160.0,-190.0
2022-03-12,Sabina Mazo,Miranda Maverick,280.0,-365.0
2022-03-12,Dalcha Lungiambula,Cody Brundage,-145.0,125.0
2022-03-12,Kris Moutinho,Guido Cannetti,-160.0,140.0
2022-03-12,Tafon Nchukwi,Azamat Murzakanov,170.0,-200.0
2022-03-12,JJ Aldrich,Gillian Robertson,100.0,-120.0
2022-03-19,Alexander Volkov,Tom Aspinall,115.0,-135.0
2022-03-19,Arnold Allen,Dan Hooker,-110.0,-110.0
2022-03-19,Gunnar Nelson,Takashi Sato,-525.0,385.0
2022-03-19,Molly McCann,Luana Carolina,-140.0,120.0
2022-03-19,Jai Herbert,Ilia Topuria,435.0,-600.0
2022-03-19,Nikita Krylov,Paul Craig,-200.0,170.0
2022-03-19,Shamil Abdurakhimov,Sergei Pavlovich,270.0,-350.0
2022-03-19,Jack Shore,Timur Valiev,-130.0,110.0
2022-03-19,Cory McKenna,Elise Reed,-300.0,235.0
2022-03-19,Muhammad Mokaev,Cody Durden,-490.0,360.0
2022-03-19,Mike Grundy,Makwan Amirkhani,-240.0,195.0
2022-03-26,Askar Askarov,Kai Kara-France,-450.0,340.0
2022-03-26,Neil Magny,Max Griffin,-280.0,225.0
2022-03-26,Joanne Wood,Alexa Grasso,240.0,-305.0
2022-03-26,Matt Brown,Bryan Barberena,-105.0,-115.0
2022-03-26,Marc Diakiese,Viacheslav Borshchev,115.0,-135.0
2022-03-26,Curtis Blaydes,Chris Daukaus,-600.0,435.0
2022-03-26,Chris Gutierrez,Batgerel Danaa,135.0,-155.0
2022-03-26,Luis Saldana,Bruno Souza,130.0,-150.0
2022-03-26,Matheus Nicolau,David Dvorak,105.0,-125.0
2022-03-26,Sara McMann,Karol Rosa,220.0,-275.0
2022-03-26,Aliaskhab Khizriev,Denis Tiuliulin,-1000.0,650.0
2022-03-26,Jennifer Maia,Manon Fiorot,375.0,-510.0
2022-04-09,Alexander Volkanovski,Chan Sung Jung,-600.0,435.0
2022-04-09,Aljamain Sterling,Petr Yan,310.0,-410.0
2022-04-09,Gilbert Burns,Khamzat Chimaev,375.0,-510.0
2022-04-09,Vinc Pichel,Mark Madsen,-125.0,105.0
2022-04-09,Ian Garry,Darian Weeks,-410.0,310.0
2022-04-09,Mackenzie Dern,Tecia Torres,-125.0,105.0
2022-04-09,Aspen Ladd,Raquel Pennington,135.0,-155.0
2022-04-09,Mickey Gall,Mike Malott,150.0,-170.0
2022-04-09,Aleksei Oleinik,Jared Vanderaa,130.0,-150.0
2022-04-09,Piera Rodriguez,Kay Hansen,-125.0,105.0
2022-04-09,Julio Arce,Daniel Santos,-200.0,170.0
2022-04-09,Anthony Hernandez,Josh Fremd,-195.0,165.0
2022-04-16,Pat Sabatini,TJ Laramie,-630.0,450.0
2022-04-16,Vicente Luque,Belal Muhammad,-180.0,155.0
2022-04-16,Caio Borralho,Gadzhi Omargadzhiev,100.0,-120.0
2022-04-16,Miguel Baeza,Andre Fialho,-180.0,155.0
2022-04-16,Mounir Lazzez,Ange Loosa,-210.0,175.0
2022-04-16,Chris Barnett,Martin Buday,240.0,-305.0
2022-04-16,Lina Lansberg,Pannie Kianzad,385.0,-525.0
2022-04-16,Drakkar Klose,Brandon Jenkins,-590.0,425.0
2022-04-16,Rafa Garcia,Jesse Ronson,115.0,-135.0
2022-04-16,Jordan Leavitt,Trey Ogden,115.0,-135.0
2022-04-16,Istela Nunes,Sam Hughes,-240.0,195.0
2022-04-16,Devin Clark,William Knight,-190.0,160.0
2022-04-23,Lando Vannata,Charles Jourdain,-105.0,-115.0
2022-04-23,Amanda Lemos,Jessica Andrade,190.0,-235.0
2022-04-23,Clay Guida,Claudio Puelles,105.0,-125.0
2022-04-23,Maycee Barber,Montana De La Rosa,-180.0,155.0
2022-04-23,Jordan Wright,Marc-Andre Barriault,180.0,-220.0
2022-04-23,Marcin Prachnio,Philipe Lins,-125.0,105.0
2022-04-23,Tyson Pedro,Ike Villanueva,-630.0,450.0
2022-04-23,Aoriqileng,Cameron Else,-225.0,185.0
2022-04-23,Preston Parsons,Evan Elder,-150.0,130.0
2022-04-23,Dean Barry,Mike Jackson,-800.0,550.0
2022-04-23,Dwight Grant,Sergey Khandozhko,105.0,-125.0
2022-04-30,Rob Font,Marlon Vera,-105.0,-115.0
2022-04-30,Andrei Arlovski,Jake Collier,-110.0,-110.0
2022-04-30,Andre Fili,Joanderson Brito,-260.0,210.0
2022-04-30,Jared Gordon,Grant Dawson,180.0,-220.0
2022-04-30,Darren Elkins,Tristan Connelly,-165.0,145.0
2022-04-30,Alexandr Romanov,Chase Sherman,-2000.0,1000.0
2022-04-30,Daniel Lacerda,Francisco Figueiredo,-125.0,105.0
2022-04-30,Gabe Green,Yohan Lainesse,-115.0,-105.0
2022-04-30,Natan Levy,Mike Breeden,-235.0,190.0
2022-04-30,Gina Mazany,Shanna Young,-200.0,170.0
2022-04-30,Krzysztof Jotko,Gerald Meerschaert,-200.0,170.0
2022-05-07,Charles Oliveira,Justin Gaethje,-130.0,110.0
2022-05-07,Rose Namajunas,Carla Esparza,-235.0,190.0
2022-05-07,Michael Chandler,Tony Ferguson,-350.0,270.0
2022-05-07,Randy Brown,Khaos Williams,-115.0,-105.0
2022-05-07,Mauricio Rua,Ovince Saint Preux,210.0,-260.0
2022-05-07,Francisco Trinaldo,Danny Roberts,110.0,-130.0
2022-05-07,Tracy Cortez,Melissa Gatto,-125.0,105.0
2022-05-07,Brandon Royval,Matt Schnell,-260.0,210.0
2022-05-07,Macy Chiasson,Norma Dumont,180.0,-220.0
2022-05-07,Journey Newson,Fernie Garcia,-105.0,-115.0
2022-05-07,Ariane Carnelossi,Loopy Godinez,165.0,-195.0
2022-05-07,Blagoy Ivanov,Marcos Rogerio de Lima,-155.0,135.0
2022-05-07,Andre Fialho,Cameron VanCamp,-475.0,350.0
2022-05-07,Kleydson Rodrigues,CJ Vergara,-400.0,300.0
2022-05-14,Jan Blachowicz,Aleksandar Rakic,170.0,-200.0
2022-05-14,Ryan Spann,Ion Cutelaba,195.0,-240.0
2022-05-14,Davey Grant,Louis Smolka,-290.0,230.0
2022-05-14,Katlyn Chookagian,Amanda Ribas,-180.0,155.0
2022-05-14,Frank Camacho,Manuel Torres,115.0,-135.0
2022-05-14,Viviane Araujo,Andrea Lee,115.0,-135.0
2022-05-14,Michael Johnson,Alan Patrick,-150.0,130.0
2022-05-14,Virna Jandiroba,Angela Hill,-225.0,185.0
2022-05-14,Tatsuro Taira,Carlos Candelario,-320.0,250.0
2022-05-14,Nick Maximov,Andre Petroski,-380.0,290.0
2022-05-14,Jake Hadley,Allan Nascimento,-210.0,175.0
2022-05-21,Polyana Viana,Tabatha Ricci,110.0,-130.0
2022-05-21,Holly Holm,Ketlen Vieira,-220.0,180.0
2022-05-21,Santiago Ponzinibbio,Michel Pereira,125.0,-145.0
2022-05-21,Chidi Njokuani,Dusko Todorovic,-250.0,200.0
2022-05-21,Eryk Anders,JunYong Park,160.0,-205.0
2022-05-21,Jailton Almeida,Parker Porter,-600.0,435.0
2022-05-21,Omar Morales,Uros Medic,-135.0,115.0
2022-05-21,Jonathan Martinez,Vince Morales,-280.0,225.0
2022-05-21,Chase Hooper,Felipe Colares,120.0,-140.0
2022-05-21,Elise Reed,Sam Hughes,-140.0,120.0
2022-05-21,Joseph Holmes,Alen Amedovski,-200.0,170.0
2022-06-04,Alexander Volkov,Jairzinho Rozenstruik,-170.0,150.0
2022-06-04,Dan Ige,Movsar Evloev,310.0,-410.0
2022-06-04,Michael Trizano,Lucas Almeida,-235.0,190.0
2022-06-04,Karine Silva,Poliana Botelho,-125.0,105.0
2022-06-04,Ode Osbourne,Zarrukh Adashev,-200.0,170.0
2022-06-04,Alonzo Menifield,Askar Mozharov,-275.0,220.0
2022-06-04,Joe Solecki,Alex Da Silva,-170.0,150.0
2022-06-04,Damon Jackson,Dan Argueta,-760.0,525.0
2022-06-04,Niklas Stolze,Benoit Saint Denis,140.0,-160.0
2022-06-04,Johnny Munoz,Tony Gravely,105.0,-125.0
2022-06-04,Jeff Molina,Zhalgas Zhumagulov,-180.0,155.0
2022-06-04,Rinat Fakhretdinov,Andreas Michailidis,-275.0,220.0
2022-06-04,Erin Blanchfield,JJ Aldrich,-475.0,350.0
2022-06-04,Felice Herrig,Karolina Kowalkiewicz,-115.0,-105.0
2022-06-11,Glover Teixeira,Jiri Prochazka,185.0,-225.0
2022-06-11,Valentina Shevchenko,Taila Santos,-630.0,450.0
2022-06-11,Zhang Weili,Joanna Jedrzejczyk,-160.0,140.0
2022-06-11,Andre Fialho,Jake Matthews,100.0,-120.0
2022-06-11,Jack Della Maddalena,Ramazan Emeev,-190.0,160.0
2022-06-11,Maheshate,Steve Garcia,170.0,-200.0
2022-06-11,Brendan Allen,Jacob Malkoun,-290.0,230.0
2022-06-11,Kyung Ho Kang,Batgerel Danaa,-120.0,100.0
2022-06-11,SeungWoo Choi,Josh Culibao,-225.0,185.0
2022-06-18,Calvin Kattar,Josh Emmett,-280.0,235.0
2022-06-18,Tim Means,Kevin Holland,280.0,-340.0
2022-06-18,Joaquin Buckley,Albert Duraev,195.0,-230.0
2022-06-18,Damir Ismagulov,Guram Kutateladze,-230.0,195.0
2022-06-18,Julian Marquez,Gregory Rodrigues,145.0,-170.0
2022-06-18,Adrian Yanez,Tony Kelley,-325.0,270.0
2022-06-18,Court McGee,Jeremiah Wells,105.0,-125.0
2022-06-18,Ricardo Ramos,Danny Chavez,-330.0,275.0
2022-06-18,Maria Oliveira,Gloria de Paula,235.0,-280.0
2022-06-18,Eddie Wineland,Cody Stamann,575.0,-800.0
2022-06-18,Phil Hawes,Deron Winn,-250.0,210.0
2022-06-18,Roman Dolidze,Kyle Daukaus,205.0,-245.0
2022-06-18,Jasmine Jasudavicius,Natalia Silva,-260.0,220.0
2022-06-25,Nate Maness,Umar Nurmagomedov,650.0,-950.0
2022-06-25,Neil Magny,Shavkat Rakhmonov,350.0,-435.0
2022-06-25,Josh Parisian,Alan Baudot,-135.0,115.0
2022-06-25,Thiago Moises,Christos Giagos,-240.0,200.0
2022-06-25,Chris Curtis,Rodolfo Vieira,-115.0,-105.0
2022-06-25,Arman Tsarukyan,Mateusz Gamrot,-240.0,200.0
2022-06-25,Shayilan Nuerdanbieke,TJ Brown,175.0,-205.0
2022-06-25,Raulian Paiva,Sergey Morozov,145.0,-170.0
2022-06-25,JP Buys,Cody Durden,-125.0,105.0
2022-06-25,Brian Kelleher,Mario Bautista,170.0,-200.0
2022-06-25,Vanessa Demopoulos,Jinh Yu Frey,200.0,-240.0
2022-06-25,Carlos Ulberg,Tafon Nchukwi,135.0,-155.0
2022-07-02,Israel Adesanya,Jared Cannonier,-540.0,420.0
2022-07-02,Alexander Volkanovski,Max Holloway,-180.0,155.0
2022-07-02,Sean Strickland,Alex Pereira,-125.0,105.0
2022-07-02,Robbie Lawler,Bryan Barberena,100.0,-120.0
2022-07-02,Brad Riddell,Jalin Turner,130.0,-150.0
2022-07-02,Jim Miller,Donald Cerrone,-190.0,160.0
2022-07-02,Ian Garry,Gabe Green,-190.0,160.0
2022-07-02,Brad Tavares,Dricus Du Plessis,145.0,-170.0
2022-07-02,Uriah Hall,Andre Muniz,285.0,-345.0
2022-07-02,Jessica Eye,Maycee Barber,260.0,-315.0
2022-07-02,Jessica-Rose Clark,Julija Stoliarenko,-155.0,135.0
2022-07-09,Rafael Dos Anjos,Rafael Fiziev,180.0,-210.0
2022-07-09,Caio Borralho,Armen Petrosyan,-250.0,210.0
2022-07-09,Douglas Silva de Andrade,Said Nurmagomedov,380.0,-475.0
2022-07-09,Jared Vanderaa,Chase Sherman,-230.0,195.0
2022-07-09,Aiemann Zahabi,Ricky Turcios,195.0,-230.0
2022-07-09,Ronnie Lawrence,Saidyokub Kakhramonov,-120.0,100.0
2022-07-09,Cody Brundage,Tresean Gore,135.0,-155.0
2022-07-09,Antonina Shevchenko,Cortney Casey,-180.0,155.0
2022-07-09,David Onama,Garrett Armfield,-750.0,550.0
2022-07-09,Kennedy Nzechukwu,Karl Roberson,-155.0,135.0
2022-07-09,Michael Johnson,Jamie Mullarkey,195.0,-230.0
2022-07-16,Brian Ortega,Yair Rodriguez,-195.0,165.0
2022-07-16,Matt Schnell,Sumudaerji,220.0,-260.0
2022-07-16,Michelle Waterson-Gomez,Amanda Lemos,260.0,-315.0
2022-07-16,Li Jingliang,Muslim Salikhov,135.0,-155.0
2022-07-16,Shane Burgos,Charles Jourdain,-175.0,150.0
2022-07-16,Dwight Grant,Dustin Stoltzfus,115.0,-135.0
2022-07-16,Punahele Soriano,Dalcha Lungiambula,-250.0,210.0
2022-07-16,Ricky Simon,Jack Shore,145.0,-170.0
2022-07-16,Bill Algeo,Herbert Burns,-210.0,180.0
2022-07-16,Dustin Jacoby,Da Woon Jung,105.0,-125.0
2022-07-16,Jessica Penne,Emily Ducote,145.0,-170.0
2022-07-16,Lauren Murphy,Miesha Tate,175.0,-205.0
2022-07-23,Curtis Blaydes,Tom Aspinall,135.0,-155.0
2022-07-23,Jack Hermansson,Chris Curtis,-110.0,-110.0
2022-07-23,Paddy Pimblett,Jordan Leavitt,-275.0,230.0
2022-07-23,Nikita Krylov,Alexander Gustafsson,-200.0,170.0
2022-07-23,Molly McCann,Hannah Goldy,-460.0,370.0
2022-07-23,Paul Craig,Volkan Oezdemir,125.0,-145.0
2022-07-23,Mason Jones,Ludovit Klein,-425.0,340.0
2022-07-23,Nathaniel Wood,Charles Rosa,-560.0,430.0
2022-07-23,Makwan Amirkhani,Jonathan Pearce,130.0,-150.0
2022-07-23,Muhammad Mokaev,Charles Johnson,-500.0,400.0
2022-07-23,Jai Herbert,Kyle Nelson,-285.0,240.0
2022-07-23,Mandy Bohm,Victoria Leonardo,-110.0,-110.0
2022-07-23,Claudio Silva,Nicolas Dalby,185.0,-215.0
2022-07-23,Marc Diakiese,Damir Hadzovic,-435.0,350.0
2022-07-30,Julianna Pena,Amanda Nunes,205.0,-245.0
2022-07-30,Brandon Moreno,Kai Kara-France,-210.0,180.0
2022-07-30,Derrick Lewis,Sergei Pavlovich,135.0,-155.0
2022-07-30,Alexandre Pantoja,Alex Perez,-195.0,165.0
2022-07-30,Magomed Ankalaev,Anthony Smith,-610.0,460.0
2022-07-30,Drakkar Klose,Rafa Garcia,-200.0,170.0
2022-07-30,Drew Dober,Rafael Alves,-165.0,140.0
2022-07-30,Michael Morales,Adam Fugitt,-600.0,450.0
2022-07-30,Joselyne Edwards,Ji Yeon Kim,-120.0,100.0
2022-07-30,Nicolae Negumereanu,Ihor Potieria,-140.0,120.0
2022-07-30,Orion Cosce,Blood Diamond,-205.0,175.0
2022-07-30,Alex Morono,Matthew Semelsberger,160.0,-190.0
2022-08-06,Thiago Santos,Jamahal Hill,265.0,-320.0
2022-08-06,Vicente Luque,Geoff Neal,-210.0,180.0
2022-08-06,Mohammed Usman,Zac Pauga,235.0,-280.0
2022-08-06,Brogan Walker,Juliana Miller,120.0,-140.0
2022-08-06,Augusto Sakai,Serghei Spivac,260.0,-315.0
2022-08-06,Sam Alvey,Michal Oleksiejczuk,520.0,-720.0
2022-08-06,Bryan Battle,Takashi Sato,-325.0,270.0
2022-08-06,Cory McKenna,Miranda Granger,-195.0,165.0
2022-08-06,Mayra Bueno Silva,Stephanie Egger,100.0,-120.0
2022-08-06,Terrance McKinney,Erick Gonzalez,-950.0,650.0
2022-08-13,Marlon Vera,Dominick Cruz,-225.0,190.0
2022-08-13,Nate Landwehr,David Onama,280.0,-340.0
2022-08-13,Yazmin Jauregui,Iasmin Lucindo,-210.0,180.0
2022-08-13,Devin Clark,Azamat Murzakanov,130.0,-150.0
2022-08-13,Priscila Cachoeira,Ariane Lipski,185.0,-215.0
2022-08-13,Martin Buday,Lukasz Brzeski,-305.0,255.0
2022-08-13,Angela Hill,Loopy Godinez,275.0,-330.0
2022-08-13,Cynthia Calvillo,Nina Nunes,-190.0,160.0
2022-08-13,Gabriel Benitez,Charlie Ontiveros,-360.0,295.0
2022-08-13,Ode Osbourne,Tyson Nam,-460.0,370.0
2022-08-13,Jason Witt,Josh Quinlan,250.0,-300.0
2022-08-13,Bruno Silva,Gerald Meerschaert,-295.0,245.0
2022-08-20,Kamaru Usman,Leon Edwards,-315.0,260.0
2022-08-20,Paulo Costa,Luke Rockhold,-330.0,275.0
2022-08-20,Jose Aldo,Merab Dvalishvili,135.0,-155.0
2022-08-20,Wu Yanan,Lucie Pudilova,125.0,-145.0
2022-08-20,Tyson Pedro,Harry Hunsucker,-850.0,600.0
2022-08-20,Marcin Tybura,Alexandr Romanov,265.0,-320.0
2022-08-20,Leonardo Santos,Jared Gordon,230.0,-275.0
2022-08-20,AJ Fletcher,Ange Loosa,-165.0,140.0
2022-08-20,Amir Albazi,Francisco Figueiredo,-500.0,400.0
2022-08-20,Aoriqileng,Jay Perrin,-125.0,105.0
2022-09-03,Ciryl Gane,Tai Tuivasa,-475.0,380.0
2022-09-03,Robert Whittaker,Marvin Vettori,-210.0,180.0
2022-09-03,Nassourdine Imavov,Joaquin Buckley,-250.0,210.0
2022-09-03,Alessio Di Chirico,Roman Kopylov,-105.0,-115.0
2022-09-03,Charles Jourdain,Nathaniel Wood,-150.0,130.0
2022-09-03,William Gomis,Jarno Errens,-215.0,185.0
2022-09-03,John Makdessi,Nasrat Haqparast,195.0,-230.0
2022-09-03,Fares Ziam,Michal Figlak,180.0,-210.0
2022-09-03,Benoit Saint Denis,Gabriel Miranda,-300.0,250.0
2022-09-03,Khalid Taha,Cristian Quinonez,-125.0,105.0
2022-09-03,Stephanie Egger,Ailin Perez,-260.0,220.0
2022-09-03,Abus Magomedov,Dustin Stoltzfus,-295.0,245.0
2022-09-10,Jailton Almeida,Anton Turkalj,-645.0,480.0
2022-09-10,Nate Diaz,Tony Ferguson,130.0,-150.0
2022-09-10,Khamzat Chimaev,Kevin Holland,-580.0,440.0
2022-09-10,Li Jingliang,Daniel Rodriguez,145.0,-170.0
2022-09-10,Irene Aldana,Macy Chiasson,-195.0,165.0
2022-09-10,Johnny Walker,Ion Cutelaba,155.0,-180.0
2022-09-10,Jake Collier,Chris Barnett,-540.0,420.0
2022-09-10,Denis Tiuliulin,Jamie Pickett,110.0,-130.0
2022-09-10,Norma Dumont,Danyelle Wolf,-360.0,295.0
2022-09-10,Chad Anheliger,Alatengheili,155.0,-180.0
2022-09-10,Melissa Martinez,Elise Reed,-175.0,150.0
2022-09-10,Darian Weeks,Yohan Lainesse,-120.0,100.0
2022-09-10,Hakeem Dawodu,Julian Erosa,-215.0,185.0
2022-09-17,Joe Pyfer,Alen Amedovski,-520.0,410.0
2022-09-17,Tanner Boser,Rodrigo Nascimento,-180.0,155.0
2022-09-17,Cory Sandhagen,Song Yadong,-205.0,175.0
2022-09-17,Andre Fili,Bill Algeo,-135.0,115.0
2022-09-17,Anthony Hernandez,Marc-Andre Barriault,-215.0,185.0
2022-09-17,Chidi Njokuani,Gregory Rodrigues,-130.0,110.0
2022-09-17,Trevin Giles,Louis Cosce,-205.0,175.0
2022-09-17,Denise Gomes,Loma Lookboonmee,170.0,-200.0
2022-09-17,Trey Ogden,Daniel Zellhuber,330.0,-410.0
2022-09-17,Mariya Agapova,Gillian Robertson,135.0,-155.0
2022-09-17,Nikolas Motta,Cameron VanCamp,-150.0,130.0
2022-09-17,Tony Gravely,Javid Basharat,140.0,-165.0
2022-09-17,Damon Jackson,Pat Sabatini,185.0,-215.0
2022-10-01,Mackenzie Dern,Yan Xiaonan,-260.0,220.0
2022-10-01,Randy Brown,Francisco Trinaldo,-325.0,270.0
2022-10-01,Raoni Barcelos,Trevin Jones,-260.0,220.0
2022-10-01,Sodiq Yusuff,Don Shainis,-1050.0,700.0
2022-10-01,Mike Davis,Viacheslav Borshchev,-190.0,160.0
2022-10-01,Ilir Latifi,Aleksei Oleinik,-195.0,165.0
2022-10-01,Joaquim Silva,Jesse Ronson,-140.0,120.0
2022-10-01,Krzysztof Jotko,Brendan Allen,-125.0,105.0
2022-10-01,Julija Stoliarenko,Chelsea Chandler,-125.0,105.0
2022-10-01,Guido Cannetti,Randy Costa,235.0,-280.0
2022-10-01,John Castaneda,Daniel Santos,-180.0,155.0
2022-10-15,Raphael Assuncao,Victor Henry,350.0,-435.0
2022-10-15,Cub Swanson,Jonathan Martinez,190.0,-225.0
2022-10-15,Jordan Wright,Dusko Todorovic,190.0,-225.0
2022-10-15,Misha Cirkunov,Alonzo Menifield,160.0,-190.0
2022-10-15,Alexa Grasso,Viviane Araujo,-210.0,180.0
2022-10-15,Nick Maximov,Jacob Malkoun,-140.0,120.0
2022-10-15,Joanderson Brito,Lucas Alexander,-380.0,310.0
2022-10-15,Piera Rodriguez,Sam Hughes,-180.0,155.0
2022-10-15,Tatsuro Taira,CJ Vergara,-275.0,230.0
2022-10-15,Mike Jackson,Pete Rodriguez,500.0,-675.0
2022-10-15,Mana Martinez,Brandon Davis,-145.0,125.0
2022-10-22,Aljamain Sterling,TJ Dillashaw,-180.0,155.0
2022-10-22,Petr Yan,Sean O'Malley,-285.0,240.0
2022-10-22,Beneil Dariush,Mateusz Gamrot,210.0,-250.0
2022-10-22,Katlyn Chookagian,Manon Fiorot,190.0,-225.0
2022-10-22,Belal Muhammad,Sean Brady,115.0,-135.0
2022-10-22,Charles Oliveira,Islam Makhachev,175.0,-205.0
2022-10-22,Volkan Oezdemir,Nikita Krylov,160.0,-190.0
2022-10-22,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,-140.0,120.0
2022-10-22,Armen Petrosyan,AJ Dobson,-215.0,185.0
2022-10-22,Muhammad Mokaev,Malcolm Gordon,-1150.0,750.0
2022-10-22,Karol Rosa,Lina Lansberg,-425.0,340.0
2022-10-22,Makhmud Muradov,Caio Borralho,180.0,-210.0
2022-10-29,Calvin Kattar,Arnold Allen,105.0,-125.0
2022-10-29,Tim Means,Max Griffin,160.0,-190.0
2022-10-29,Waldo Cortes-Acosta,Jared Vanderaa,-210.0,180.0
2022-10-29,Josh Fremd,Tresean Gore,-155.0,135.0
2022-10-29,Dustin Jacoby,Khalil Rountree Jr.,-175.0,150.0
2022-10-29,Phil Hawes,Roman Dolidze,-180.0,155.0
2022-10-29,Joseph Holmes,JunYong Park,170.0,-200.0
2022-10-29,Chase Hooper,Steve Garcia,-320.0,265.0
2022-10-29,Cody Durden,Carlos Mota,135.0,-155.0
2022-10-29,Christian Rodriguez,Joshua Weems,-425.0,340.0
2022-10-29,Andrei Arlovski,Marcos Rogerio de Lima,200.0,-240.0
2022-11-05,Darrick Minner,Shayilan Nuerdanbieke,330.0,-410.0
2022-11-05,Marina Rodriguez,Amanda Lemos,-245.0,205.0
2022-11-05,Neil Magny,Daniel Rodriguez,-115.0,-105.0
2022-11-05,Tagir Ulanbekov,Nate Maness,-245.0,205.0
2022-11-05,Grant Dawson,Mark Madsen,-200.0,170.0
2022-11-05,Tamires Vidal,Ramona Pascual,-125.0,105.0
2022-11-05,Mario Bautista,Benito Lopez,-365.0,300.0
2022-11-05,Polyana Viana,Jinh Yu Frey,-145.0,125.0
2022-11-05,Liudvik Sholinian,Johnny Munoz,225.0,-265.0
2022-11-05,Carlos Candelario,Jake Hadley,225.0,-265.0
2022-11-05,Miranda Maverick,Shanna Young,-850.0,600.0
2022-11-12,Israel Adesanya,Alex Pereira,-210.0,180.0
2022-11-12,Frankie Edgar,Chris Gutierrez,210.0,-250.0
2022-11-12,Dan Hooker,Claudio Puelles,-155.0,135.0
2022-11-12,Brad Riddell,Renato Moicano,105.0,-125.0
2022-11-12,Dominick Reyes,Ryan Spann,-195.0,165.0
2022-11-12,Erin Blanchfield,Molly McCann,-425.0,340.0
2022-11-12,Andre Petroski,Wellington Turman,-175.0,150.0
2022-11-12,Matt Frevola,Ottman Azaitar,140.0,-165.0
2022-11-12,Karolina Kowalkiewicz,Silvana Gomez Juarez,-110.0,-110.0
2022-11-12,Michael Trizano,SeungWoo Choi,160.0,-190.0
2022-11-12,Julio Arce,Montel Jackson,170.0,-200.0
2022-11-12,Carlos Ulberg,Nicolae Negumereanu,-135.0,115.0
2022-11-19,Kennedy Nzechukwu,Ion Cutelaba,-195.0,165.0
2022-11-19,Chase Sherman,Waldo Cortes-Acosta,190.0,-225.0
2022-11-19,Andre Fialho,Muslim Salikhov,-105.0,-115.0
2022-11-19,Jack Della Maddalena,Danny Roberts,-700.0,510.0
2022-11-19,Charles Johnson,Zhalgas Zhumagulov,-165.0,140.0
2022-11-19,Natalia Silva,Tereza Bleda,-165.0,140.0
2022-11-19,Vince Morales,Miles Johns,150.0,-175.0
2022-11-19,Ricky Turcios,Kevin Natividad,-195.0,165.0
2022-11-19,Vanessa Demopoulos,Maria Oliveira,-110.0,-110.0
2022-11-19,Brady Hiestand,Fernie Garcia,-175.0,150.0
2022-11-19,Jennifer Maia,Maryna Moroz,130.0,-150.0
2022-12-03,Stephen Thompson,Kevin Holland,145.0,-170.0
2022-12-03,Jack Hermansson,Roman Dolidze,-225.0,190.0
2022-12-03,Bryan Barberena,Rafael Dos Anjos,340.0,-425.0
2022-12-03,Matheus Nicolau,Matt Schnell,-390.0,320.0
2022-12-03,Tai Tuivasa,Sergei Pavlovich,155.0,-180.0
2022-12-03,Eryk Anders,Kyle Daukaus,195.0,-230.0
2022-12-03,Marcelo Rojo,Francis Marshall,135.0,-155.0
2022-12-03,Angela Hill,Emily Ducote,110.0,-130.0
2022-12-03,Clay Guida,Scott Holtzman,195.0,-230.0
2022-12-03,Michael Johnson,Marc Diakiese,310.0,-380.0
2022-12-03,Darren Elkins,Jonathan Pearce,400.0,-500.0
2022-12-03,Natan Levy,Genaro Valdez,-240.0,200.0
2022-12-03,Yazmin Jauregui,Istela Nunes,-350.0,290.0
2022-12-03,Niko Price,Phil Rowe,-120.0,100.0
2022-12-10,Paddy Pimblett,Jared Gordon,-260.0,220.0
2022-12-10,Raul Rosas Jr.,Jay Perrin,-280.0,235.0
2022-12-10,Darren Till,Dricus Du Plessis,165.0,-195.0
2022-12-10,Jairzinho Rozenstruik,Chris Daukaus,-165.0,140.0
2022-12-10,Santiago Ponzinibbio,Alex Morono,-155.0,135.0
2022-12-10,Chris Curtis,Joaquin Buckley,145.0,-170.0
2022-12-10,Billy Quarantillo,Alexander Hernandez,-165.0,140.0
2022-12-10,TJ Brown,Erik Silva,-120.0,100.0
2022-12-10,Cameron Saaiman,Steven Koslow,-285.0,240.0
2022-12-10,Edmen Shahbazyan,Dalcha Lungiambula,-315.0,260.0
2022-12-17,Drew Dober,Bobby Green,-170.0,145.0
2022-12-17,Jared Cannonier,Sean Strickland,-115.0,-105.0
2022-12-17,Arman Tsarukyan,Damir Ismagulov,-200.0,170.0
